alarm_time,incident_type,description,response_time
2011-06-15 01:46:20 UTC,311,Medical assist  assist EMS crew,9.23
2011-06-11 13:38:17 UTC,311,Medical assist  assist EMS crew,3.32
2011-06-10 17:30:26 UTC,311,Medical assist  assist EMS crew,3.97
2011-06-09 23:31:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-06-09 13:52:05 UTC,463,Vehicle accident  general cleanup,0.4
2011-06-08 13:27:26 UTC,311,Medical assist  assist EMS crew,7.25
2011-06-08 09:19:08 UTC,531,Smoke or odor removal,10.65
2011-06-07 21:23:40 UTC,311,Medical assist  assist EMS crew,1.18
2011-06-06 20:15:00 UTC,322,Motor vehicle accident with injuries,4.0
2011-06-06 19:34:00 UTC,311,Medical assist  assist EMS crew,6.0
2011-06-04 03:23:00 UTC,322,Motor vehicle accident with injuries,7.0
2011-06-03 23:10:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2011-06-03 21:43:00 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2011-06-03 13:39:00 UTC,541,Animal problem,0.4
2011-06-03 13:23:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2011-06-03 01:51:55 UTC,311,Medical assist  assist EMS crew,34.35
2011-06-02 22:40:49 UTC,510,Person in distress  Other,7.33
2011-06-02 21:28:44 UTC,321,EMS call  excluding vehicle accident with injury,3.87
2011-05-31 07:37:00 UTC,311,Medical assist  assist EMS crew,9.0
2011-05-30 20:54:48 UTC,311,Medical assist  assist EMS crew,1.0
2011-05-30 19:37:23 UTC,553,Public service,6.73
2011-05-30 08:04:35 UTC,311,Medical assist  assist EMS crew,7.55
2011-05-29 04:37:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2011-05-27 18:13:49 UTC,745,Alarm system activation  no fire - unintentional,0.3
2011-05-27 08:38:34 UTC,321,EMS call  excluding vehicle accident with injury,6.15
2011-05-26 19:53:50 UTC,352,Extrication of victim(s) from vehicle,9.08
2011-05-26 18:57:55 UTC,311,Medical assist  assist EMS crew,3.5
2011-05-26 12:14:00 UTC,700,False alarm or false call  Other,1.02
2011-05-26 10:12:04 UTC,700,False alarm or false call  Other,5.5
2011-05-25 22:31:00 UTC,311,Medical assist  assist EMS crew,11.0
2011-05-25 17:27:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2011-05-25 16:23:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2011-05-25 13:29:00 UTC,541,Animal problem,2.0
2011-05-24 16:48:18 UTC,622,No Incident found on arrival at dispatch address,1.7
2011-05-24 12:39:43 UTC,321,EMS call  excluding vehicle accident with injury,1.25
2011-05-23 03:20:41 UTC,311,Medical assist  assist EMS crew,8.12
2011-05-22 20:38:47 UTC,700,False alarm or false call  Other,1.72
2011-05-22 11:40:51 UTC,324,Motor Vehicle Accident with no injuries,6.45
2011-05-21 06:42:20 UTC,322,Motor vehicle accident with injuries,5.47
2011-05-20 14:10:31 UTC,745,Alarm system activation  no fire - unintentional,0.4
2011-05-19 16:44:00 UTC,311,Medical assist  assist EMS crew,5.0
2011-05-19 10:49:00 UTC,322,Motor vehicle accident with injuries,6.0
2011-05-19 08:44:36 UTC,440,Electrical  wiring/equipment problem  Other,10.25
2011-05-19 03:37:24 UTC,311,Medical assist  assist EMS crew,8.17
2011-05-19 02:43:57 UTC,321,EMS call  excluding vehicle accident with injury,8.35
2011-05-18 10:39:03 UTC,311,Medical assist  assist EMS crew,3.42
2011-05-18 07:39:32 UTC,321,EMS call  excluding vehicle accident with injury,3.67
2011-05-16 15:30:09 UTC,300,Rescue  EMS incident  other,6.38
2011-05-16 09:29:00 UTC,311,Medical assist  assist EMS crew,5.0
2011-05-15 06:06:29 UTC,311,Medical assist  assist EMS crew,8.65
2011-05-14 22:41:20 UTC,311,Medical assist  assist EMS crew,7.07
2011-05-13 23:14:00 UTC,511,Lock-out,10.0
2011-05-13 21:00:00 UTC,311,Medical assist  assist EMS crew,10.0
2011-05-13 02:53:51 UTC,311,Medical assist  assist EMS crew,7.33
2011-05-12 13:44:15 UTC,311,Medical assist  assist EMS crew,4.03
2011-05-11 12:31:45 UTC,412,Gas leak (natural gas or LPG),8.65
2011-05-10 10:33:00 UTC,322,Motor vehicle accident with injuries,3.0
2011-05-09 19:47:01 UTC,311,Medical assist  assist EMS crew,6.2
2011-05-08 04:38:54 UTC,311,Medical assist  assist EMS crew,6.83
2011-05-07 23:31:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2011-05-05 00:05:00 UTC,311,Medical assist  assist EMS crew,12.0
2011-05-04 10:05:46 UTC,140,Natural vegetation fire  Other,6.4
2011-05-04 08:56:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2011-05-04 07:09:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2011-05-03 23:37:29 UTC,131,Passenger vehicle fire,3.83
2011-05-03 20:03:39 UTC,311,Medical assist  assist EMS crew,1.25
2011-05-02 13:20:35 UTC,311,Medical assist  assist EMS crew,4.28
2011-05-01 01:15:25 UTC,311,Medical assist  assist EMS crew,4.3
2011-04-29 21:22:05 UTC,553,Public service,2.2
2011-04-29 17:36:34 UTC,131,Passenger vehicle fire,5.0
2011-04-29 15:28:53 UTC,322,Motor vehicle accident with injuries,4.22
2011-04-29 00:45:00 UTC,413,Oil or other combustible liquid spill,4.15
2011-04-27 21:04:29 UTC,622,No Incident found on arrival at dispatch address,3.27
2011-04-26 20:46:23 UTC,311,Medical assist  assist EMS crew,2.53
2011-04-26 04:51:00 UTC,621,Wrong location,6.0
2011-04-26 01:22:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-04-25 20:44:00 UTC,311,Medical assist  assist EMS crew,5.0
2011-04-24 12:11:32 UTC,363,Swift water rescue,31.43
2011-04-24 08:46:13 UTC,111,Building fire,9.97
2011-04-24 08:03:44 UTC,321,EMS call  excluding vehicle accident with injury,6.07
2011-04-23 13:44:12 UTC,800,Severe weather or natural disaster  Other,1.45
2011-04-23 13:03:24 UTC,700,False alarm or false call  Other,13.53
2011-04-23 10:30:41 UTC,324,Motor Vehicle Accident with no injuries,4.5
2011-04-22 15:40:00 UTC,631,Authorized controlled burning,9.0
2011-04-22 12:39:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2011-04-21 23:54:37 UTC,743,Smoke detector activation  no fire - unintentional,3.97
2011-04-21 08:46:03 UTC,311,Medical assist  assist EMS crew,6.22
2011-04-21 06:07:45 UTC,311,Medical assist  assist EMS crew,5.88
2011-04-21 04:07:52 UTC,311,Medical assist  assist EMS crew,7.13
2011-04-20 03:23:00 UTC,800,Severe weather or natural disaster  Other,5.0
2011-04-19 18:15:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2011-04-19 17:34:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2011-04-18 23:25:00 UTC,311,Medical assist  assist EMS crew,8.55
2011-04-16 08:40:00 UTC,311,Medical assist  assist EMS crew,13.0
2011-04-15 10:44:32 UTC,311,Medical assist  assist EMS crew,4.08
2011-04-14 15:13:00 UTC,311,Medical assist  assist EMS crew,9.0
2011-04-14 11:02:00 UTC,311,Medical assist  assist EMS crew,6.0
2011-04-13 17:51:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2011-04-13 15:55:44 UTC,322,Motor vehicle accident with injuries,7.23
2011-04-13 15:37:41 UTC,744,Detector activation  no fire - unintentional,7.45
2011-04-11 23:04:42 UTC,311,Medical assist  assist EMS crew,4.07
2011-04-11 14:29:09 UTC,311,Medical assist  assist EMS crew,3.12
2011-04-11 09:27:28 UTC,321,EMS call  excluding vehicle accident with injury,5.42
2011-04-10 16:10:00 UTC,311,Medical assist  assist EMS crew,6.0
2011-04-09 23:38:35 UTC,131,Passenger vehicle fire,10.02
2011-04-08 23:35:21 UTC,700,False alarm or false call  Other,11.53
2011-04-08 20:42:22 UTC,311,Medical assist  assist EMS crew,2.17
2011-04-08 13:27:32 UTC,700,False alarm or false call  Other,4.83
2011-04-07 23:31:00 UTC,311,Medical assist  assist EMS crew,9.0
2011-04-07 17:05:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-04-07 16:03:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2011-04-06 23:23:12 UTC,311,Medical assist  assist EMS crew,4.85
2011-04-06 15:30:25 UTC,141,Forest  woods or wildland fire,13.25
2011-04-06 01:20:35 UTC,311,Medical assist  assist EMS crew,6.82
2011-04-05 13:22:52 UTC,540,Animal problem  Other,9.68
2011-04-03 16:49:25 UTC,311,Medical assist  assist EMS crew,6.87
2011-04-02 20:28:15 UTC,311,Medical assist  assist EMS crew,4.87
2011-04-02 18:40:26 UTC,322,Motor vehicle accident with injuries,6.12
2011-04-02 17:39:00 UTC,322,Motor vehicle accident with injuries,5.38
2011-03-31 07:38:14 UTC,324,Motor Vehicle Accident with no injuries,12.22
2011-03-31 05:05:27 UTC,311,Medical assist  assist EMS crew,4.02
2011-03-30 14:06:15 UTC,100,Fire  Other,4.68
2011-03-28 15:42:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2011-03-27 13:50:08 UTC,311,Medical assist  assist EMS crew,9.82
2011-03-27 11:30:49 UTC,311,Medical assist  assist EMS crew,4.2
2011-03-27 02:13:22 UTC,322,Motor vehicle accident with injuries,0.4
2011-03-27 01:28:06 UTC,322,Motor vehicle accident with injuries,3.37
2011-03-26 16:58:35 UTC,150,Outside rubbish fire  Other,6.35
2011-03-26 15:35:22 UTC,321,EMS call  excluding vehicle accident with injury,0.72
2011-03-25 13:48:00 UTC,300,Rescue  EMS incident  other,9.02
2011-03-25 13:44:54 UTC,100,Fire  Other,6.78
2011-03-25 10:00:54 UTC,311,Medical assist  assist EMS crew,4.63
2011-03-24 12:41:30 UTC,311,Medical assist  assist EMS crew,6.65
2011-03-24 00:51:00 UTC,311,Medical assist  assist EMS crew,4.0
2011-03-22 15:46:52 UTC,321,EMS call  excluding vehicle accident with injury,5.77
2011-03-22 13:07:08 UTC,321,EMS call  excluding vehicle accident with injury,3.6
2011-03-22 11:24:27 UTC,554,Assist invalid,6.38
2011-03-22 06:39:52 UTC,321,EMS call  excluding vehicle accident with injury,6.15
2011-03-20 22:32:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-03-20 09:01:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2011-03-20 03:37:01 UTC,311,Medical assist  assist EMS crew,6.17
2011-03-19 22:08:34 UTC,421,Chemical hazard (no spill or leak),1.72
2011-03-18 22:14:47 UTC,111,Building fire,8.15
2011-03-18 16:39:46 UTC,700,False alarm or false call  Other,9.52
2011-03-17 18:16:00 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2011-03-16 18:05:13 UTC,463,Vehicle accident  general cleanup,0.4
2011-03-14 20:04:00 UTC,311,Medical assist  assist EMS crew,8.0
2011-03-13 18:51:29 UTC,321,EMS call  excluding vehicle accident with injury,5.08
2011-03-13 16:45:42 UTC,311,Medical assist  assist EMS crew,7.98
2011-03-12 08:05:18 UTC,321,EMS call  excluding vehicle accident with injury,5.18
2011-03-11 18:17:00 UTC,111,Building fire,10.0
2011-03-11 17:58:00 UTC,322,Motor vehicle accident with injuries,2.0
2011-03-10 20:26:36 UTC,322,Motor vehicle accident with injuries,10.7
2011-03-10 12:33:05 UTC,321,EMS call  excluding vehicle accident with injury,7.68
2011-03-10 08:49:54 UTC,324,Motor Vehicle Accident with no injuries,0.4
2011-03-10 08:10:11 UTC,311,Medical assist  assist EMS crew,9.43
2011-03-10 00:08:34 UTC,311,Medical assist  assist EMS crew,12.43
2011-03-09 16:37:58 UTC,311,Medical assist  assist EMS crew,3.27
2011-03-06 12:51:02 UTC,311,Medical assist  assist EMS crew,0.4
2011-03-06 12:20:59 UTC,311,Medical assist  assist EMS crew,0.4
2011-03-06 10:14:38 UTC,111,Building fire,5.57
2011-03-06 04:27:00 UTC,311,Medical assist  assist EMS crew,12.0
2011-03-05 10:45:00 UTC,322,Motor vehicle accident with injuries,5.0
2011-03-05 06:09:15 UTC,321,EMS call  excluding vehicle accident with injury,12.43
2011-03-04 09:59:18 UTC,321,EMS call  excluding vehicle accident with injury,6.77
2011-03-02 18:16:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2011-03-02 15:12:00 UTC,321,EMS call  excluding vehicle accident with injury,3.0
2011-03-01 09:10:04 UTC,352,Extrication of victim(s) from vehicle,8.0
2011-03-01 05:43:17 UTC,311,Medical assist  assist EMS crew,6.9
2011-02-28 09:43:19 UTC,551,Assist police or other governmental agency,0.4
2011-02-27 20:34:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2011-02-27 12:42:00 UTC,311,Medical assist  assist EMS crew,8.0
2011-02-27 01:28:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-02-26 12:38:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2011-02-26 07:00:00 UTC,911,Citizen complaint,0.4
2011-02-25 23:45:52 UTC,322,Motor vehicle accident with injuries,6.58
2011-02-25 21:59:36 UTC,311,Medical assist  assist EMS crew,9.97
2011-02-25 17:09:13 UTC,142,Brush or brush-and-grass mixture fire,5.88
2011-02-25 12:13:05 UTC,311,Medical assist  assist EMS crew,8.72
2011-02-25 02:39:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2011-02-24 05:30:15 UTC,321,EMS call  excluding vehicle accident with injury,5.03
2011-02-23 18:12:53 UTC,143,Grass fire,7.98
2011-02-22 11:56:00 UTC,311,Medical assist  assist EMS crew,4.85
2011-02-21 17:15:00 UTC,311,Medical assist  assist EMS crew,3.0
2011-02-21 11:01:10 UTC,311,Medical assist  assist EMS crew,3.87
2011-02-21 00:55:42 UTC,700,False alarm or false call  Other,4.72
2011-02-20 21:03:39 UTC,311,Medical assist  assist EMS crew,2.9
2011-02-20 09:52:56 UTC,321,EMS call  excluding vehicle accident with injury,2.87
2011-02-20 00:55:42 UTC,321,EMS call  excluding vehicle accident with injury,1.0
2011-02-19 16:32:00 UTC,141,Forest  woods or wildland fire,7.0
2011-02-18 18:58:00 UTC,311,Medical assist  assist EMS crew,2.0
2011-02-18 14:03:22 UTC,142,Brush or brush-and-grass mixture fire,8.4
2011-02-18 13:06:41 UTC,311,Medical assist  assist EMS crew,5.53
2011-02-17 13:31:08 UTC,141,Forest  woods or wildland fire,15.53
2011-02-17 13:25:05 UTC,311,Medical assist  assist EMS crew,7.92
2011-02-16 14:44:07 UTC,141,Forest  woods or wildland fire,4.22
2011-02-15 15:45:00 UTC,142,Brush or brush-and-grass mixture fire,11.0
2011-02-14 19:08:29 UTC,311,Medical assist  assist EMS crew,4.02
2011-02-14 17:51:00 UTC,142,Brush or brush-and-grass mixture fire,8.02
2011-02-14 17:41:57 UTC,311,Medical assist  assist EMS crew,3.23
2011-02-14 08:42:31 UTC,552,Police matter,6.65
2011-02-13 22:22:13 UTC,311,Medical assist  assist EMS crew,5.48
2011-02-13 19:51:44 UTC,550,Public service assistance  Other,9.07
2011-02-13 17:33:29 UTC,311,Medical assist  assist EMS crew,8.18
2011-02-13 16:18:58 UTC,142,Brush or brush-and-grass mixture fire,0.15
2011-02-12 21:13:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2011-02-12 15:55:00 UTC,112,Fires in structure other than in a building,6.0
2011-02-09 21:36:50 UTC,321,EMS call  excluding vehicle accident with injury,4.47
2011-02-09 14:20:32 UTC,311,Medical assist  assist EMS crew,4.02
2011-02-09 14:02:03 UTC,600,Good intent call  Other,0.4
2011-02-08 20:10:13 UTC,321,EMS call  excluding vehicle accident with injury,4.48
2011-02-08 09:17:58 UTC,324,Motor Vehicle Accident with no injuries,4.7
2011-02-07 18:55:09 UTC,324,Motor Vehicle Accident with no injuries,2.6
2011-02-07 16:27:56 UTC,324,Motor Vehicle Accident with no injuries,0.4
2011-02-07 16:01:43 UTC,114,Chimney or flue fire  confined to chimney or flue,11.52
2011-02-07 12:20:09 UTC,311,Medical assist  assist EMS crew,7.22
2011-02-05 19:51:45 UTC,114,Chimney or flue fire  confined to chimney or flue,7.82
2011-02-05 18:14:14 UTC,911,Citizen complaint,13.43
2011-02-04 13:53:06 UTC,700,False alarm or false call  Other,5.77
2011-02-04 09:49:14 UTC,321,EMS call  excluding vehicle accident with injury,7.18
2011-02-02 15:44:08 UTC,700,False alarm or false call  Other,6.9
2011-02-02 07:39:58 UTC,324,Motor Vehicle Accident with no injuries,4.28
2011-02-02 04:08:31 UTC,311,Medical assist  assist EMS crew,8.25
2011-02-02 02:53:15 UTC,553,Public service,3.42
2011-02-01 20:35:18 UTC,553,Public service,0.4
2011-02-01 00:58:00 UTC,311,Medical assist  assist EMS crew,9.0
2011-01-31 15:06:00 UTC,140,Natural vegetation fire  Other,10.0
2011-01-29 13:54:19 UTC,311,Medical assist  assist EMS crew,5.38
2011-01-29 10:27:44 UTC,700,False alarm or false call  Other,2.45
2011-01-26 16:00:52 UTC,311,Medical assist  assist EMS crew,2.88
2011-01-26 15:16:56 UTC,324,Motor Vehicle Accident with no injuries,12.98
2011-01-26 13:36:57 UTC,321,EMS call  excluding vehicle accident with injury,3.8
2011-01-25 15:04:00 UTC,463,Vehicle accident  general cleanup,4.0
2011-01-25 11:09:25 UTC,352,Extrication of victim(s) from vehicle,8.33
2011-01-25 09:19:25 UTC,321,EMS call  excluding vehicle accident with injury,2.58
2011-01-25 08:47:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-01-24 03:47:48 UTC,311,Medical assist  assist EMS crew,9.23
2011-01-23 16:22:58 UTC,311,Medical assist  assist EMS crew,3.13
2011-01-22 16:15:00 UTC,531,Smoke or odor removal,3.0
2011-01-22 15:01:00 UTC,114,Chimney or flue fire  confined to chimney or flue,7.0
2011-01-21 10:00:41 UTC,322,Motor vehicle accident with injuries,5.2
2011-01-20 14:32:47 UTC,322,Motor vehicle accident with injuries,10.95
2011-01-20 13:19:20 UTC,322,Motor vehicle accident with injuries,4.95
2011-01-19 14:32:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-01-19 07:49:00 UTC,111,Building fire,12.0
2011-01-17 17:57:38 UTC,321,EMS call  excluding vehicle accident with injury,5.83
2011-01-16 23:32:00 UTC,324,Motor Vehicle Accident with no injuries,12.0
2011-01-16 17:05:00 UTC,511,Lock-out,5.0
2011-01-15 23:07:30 UTC,131,Passenger vehicle fire,6.07
2011-01-14 16:24:44 UTC,311,Medical assist  assist EMS crew,11.53
2011-01-14 15:10:00 UTC,700,False alarm or false call  Other,5.32
2011-01-14 14:26:05 UTC,321,EMS call  excluding vehicle accident with injury,8.32
2011-01-13 08:52:00 UTC,311,Medical assist  assist EMS crew,8.0
2011-01-12 09:43:37 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2011-01-11 12:46:04 UTC,321,EMS call  excluding vehicle accident with injury,6.33
2011-01-09 17:34:51 UTC,311,Medical assist  assist EMS crew,5.98
2011-01-09 14:55:09 UTC,111,Building fire,15.92
2011-01-08 11:41:00 UTC,700,False alarm or false call  Other,3.83
2011-01-07 16:02:00 UTC,622,No Incident found on arrival at dispatch address,3.0
2011-01-07 03:33:44 UTC,311,Medical assist  assist EMS crew,7.48
2011-01-05 14:48:53 UTC,311,Medical assist  assist EMS crew,6.0
2011-01-04 18:36:00 UTC,311,Medical assist  assist EMS crew,7.0
2011-01-04 14:45:00 UTC,324,Motor Vehicle Accident with no injuries,5.0
2011-01-03 16:34:51 UTC,510,Person in distress  Other,7.03
2011-01-03 16:17:50 UTC,321,EMS call  excluding vehicle accident with injury,6.03
2011-01-01 15:44:00 UTC,911,Citizen complaint,10.0
2011-01-01 10:45:00 UTC,322,Motor vehicle accident with injuries,5.0
2011-01-01 03:46:21 UTC,321,EMS call  excluding vehicle accident with injury,11.83
2010-12-31 19:28:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2010-12-31 03:59:01 UTC,324,Motor Vehicle Accident with no injuries,7.48
2010-12-30 22:00:46 UTC,311,Medical assist  assist EMS crew,7.88
2010-12-30 08:30:05 UTC,311,Medical assist  assist EMS crew,7.65
2010-12-29 21:29:17 UTC,300,Rescue  EMS incident  other,3.1
2010-12-29 20:35:31 UTC,531,Smoke or odor removal,4.47
2010-12-29 08:15:22 UTC,300,Rescue  EMS incident  other,5.63
2010-12-28 12:58:59 UTC,111,Building fire,11.27
2010-12-27 11:27:16 UTC,311,Medical assist  assist EMS crew,6.68
2010-12-24 22:29:09 UTC,324,Motor Vehicle Accident with no injuries,0.03
2010-12-24 21:06:00 UTC,324,Motor Vehicle Accident with no injuries,0.4
2010-12-24 20:21:00 UTC,322,Motor vehicle accident with injuries,1.0
2010-12-24 20:13:49 UTC,324,Motor Vehicle Accident with no injuries,5.87
2010-12-24 19:21:31 UTC,311,Medical assist  assist EMS crew,3.73
2010-12-24 18:27:23 UTC,311,Medical assist  assist EMS crew,8.43
2010-12-24 08:09:19 UTC,311,Medical assist  assist EMS crew,3.4
2010-12-24 00:15:00 UTC,321,EMS call  excluding vehicle accident with injury,4.0
2010-12-23 17:44:00 UTC,322,Motor vehicle accident with injuries,1.0
2010-12-23 12:25:00 UTC,311,Medical assist  assist EMS crew,2.0
2010-12-23 08:34:00 UTC,321,EMS call  excluding vehicle accident with injury,9.0
2010-12-23 04:53:16 UTC,311,Medical assist  assist EMS crew,12.23
2010-12-22 22:41:58 UTC,311,Medical assist  assist EMS crew,6.73
2010-12-22 19:08:21 UTC,321,EMS call  excluding vehicle accident with injury,3.02
2010-12-22 18:09:57 UTC,311,Medical assist  assist EMS crew,5.63
2010-12-22 10:48:40 UTC,321,EMS call  excluding vehicle accident with injury,5.67
2010-12-21 19:38:38 UTC,746,Carbon monoxide detector activation  no CO,14.25
2010-12-21 14:31:38 UTC,111,Building fire,14.57
2010-12-21 11:04:45 UTC,352,Extrication of victim(s) from vehicle,5.5
2010-12-19 12:53:27 UTC,311,Medical assist  assist EMS crew,8.1
2010-12-17 15:51:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-12-17 15:16:00 UTC,321,EMS call  excluding vehicle accident with injury,5.0
2010-12-17 01:59:00 UTC,311,Medical assist  assist EMS crew,11.0
2010-12-16 19:28:07 UTC,311,Medical assist  assist EMS crew,6.72
2010-12-16 16:37:54 UTC,321,EMS call  excluding vehicle accident with injury,3.22
2010-12-16 08:24:04 UTC,321,EMS call  excluding vehicle accident with injury,10.13
2010-12-15 09:24:16 UTC,311,Medical assist  assist EMS crew,4.97
2010-12-14 12:17:00 UTC,321,EMS call  excluding vehicle accident with injury,8.0
2010-12-14 11:24:36 UTC,733,Smoke detector activation due to malfunction,7.23
2010-12-13 23:38:03 UTC,324,Motor Vehicle Accident with no injuries,10.45
2010-12-13 18:49:40 UTC,550,Public service assistance  Other,0.02
2010-12-12 20:33:39 UTC,800,Severe weather or natural disaster  Other,1.85
2010-12-12 17:18:52 UTC,324,Motor Vehicle Accident with no injuries,9.97
2010-12-09 17:09:50 UTC,311,Medical assist  assist EMS crew,8.27
2010-12-06 10:59:37 UTC,700,False alarm or false call  Other,1.75
2010-12-06 07:42:48 UTC,311,Medical assist  assist EMS crew,11.38
2010-12-05 20:03:00 UTC,311,Medical assist  assist EMS crew,8.0
2010-12-05 14:26:46 UTC,322,Motor vehicle accident with injuries,4.15
2010-12-04 18:54:51 UTC,321,EMS call  excluding vehicle accident with injury,9.48
2010-12-04 10:02:13 UTC,324,Motor Vehicle Accident with no injuries,7.18
2010-12-04 08:09:27 UTC,511,Lock-out,5.55
2010-12-04 01:21:36 UTC,322,Motor vehicle accident with injuries,9.4
2010-12-03 17:49:05 UTC,322,Motor vehicle accident with injuries,4.62
2010-12-03 08:30:27 UTC,311,Medical assist  assist EMS crew,5.88
2010-12-03 07:48:24 UTC,311,Medical assist  assist EMS crew,6.62
2010-12-02 15:12:00 UTC,321,EMS call  excluding vehicle accident with injury,2.0
2010-12-02 11:21:33 UTC,131,Passenger vehicle fire,3.65
2010-12-02 00:56:12 UTC,324,Motor Vehicle Accident with no injuries,8.18
2010-11-29 12:26:00 UTC,321,EMS call  excluding vehicle accident with injury,11.0
2010-11-29 11:42:00 UTC,311,Medical assist  assist EMS crew,15.0
2010-11-28 01:05:00 UTC,311,Medical assist  assist EMS crew,4.0
2010-11-27 20:20:44 UTC,311,Medical assist  assist EMS crew,7.0
2010-11-25 10:10:09 UTC,311,Medical assist  assist EMS crew,6.47
2010-11-24 10:55:36 UTC,745,Alarm system activation  no fire - unintentional,0.4
2010-11-22 15:41:51 UTC,150,Outside rubbish fire  Other,12.53
2010-11-22 13:18:36 UTC,142,Brush or brush-and-grass mixture fire,8.4
2010-11-22 01:32:07 UTC,311,Medical assist  assist EMS crew,8.57
2010-11-21 14:50:56 UTC,321,EMS call  excluding vehicle accident with injury,5.1
2010-11-21 09:13:08 UTC,322,Motor vehicle accident with injuries,5.15
2010-11-18 15:57:01 UTC,743,Smoke detector activation  no fire - unintentional,3.57
2010-11-18 12:37:07 UTC,700,False alarm or false call  Other,6.15
2010-11-17 18:04:00 UTC,324,Motor Vehicle Accident with no injuries,0.4
2010-11-17 13:03:00 UTC,321,EMS call  excluding vehicle accident with injury,34.0
2010-11-17 10:46:00 UTC,142,Brush or brush-and-grass mixture fire,9.0
2010-11-17 09:56:00 UTC,311,Medical assist  assist EMS crew,6.0
2010-11-17 09:25:00 UTC,424,Carbon monoxide incident,10.0
2010-11-17 07:14:00 UTC,321,EMS call  excluding vehicle accident with injury,13.0
2010-11-16 18:03:24 UTC,311,Medical assist  assist EMS crew,3.63
2010-11-16 14:30:03 UTC,142,Brush or brush-and-grass mixture fire,6.38
2010-11-16 14:22:37 UTC,321,EMS call  excluding vehicle accident with injury,4.07
2010-11-16 08:11:33 UTC,322,Motor vehicle accident with injuries,0.4
2010-11-16 07:50:06 UTC,322,Motor vehicle accident with injuries,4.6
2010-11-15 23:20:13 UTC,311,Medical assist  assist EMS crew,9.68
2010-11-15 13:59:41 UTC,141,Forest  woods or wildland fire,20.95
2010-11-15 08:06:39 UTC,322,Motor vehicle accident with injuries,3.93
2010-11-14 14:56:00 UTC,141,Forest  woods or wildland fire,4.0
2010-11-14 13:39:00 UTC,321,EMS call  excluding vehicle accident with injury,7.0
2010-11-13 17:20:09 UTC,311,Medical assist  assist EMS crew,8.27
2010-11-13 12:49:24 UTC,141,Forest  woods or wildland fire,9.6
2010-11-13 07:59:08 UTC,321,EMS call  excluding vehicle accident with injury,0.4
2010-11-12 19:50:50 UTC,311,Medical assist  assist EMS crew,7.83
2010-11-12 07:20:00 UTC,324,Motor Vehicle Accident with no injuries,6.78
2010-11-11 21:15:00 UTC,641,Vicinity alarm (incident in other location),6.0
2010-11-10 16:57:38 UTC,324,Motor Vehicle Accident with no injuries,1.45
2010-11-10 16:49:15 UTC,132,Road freight or transport vehicle fire,1.3
2010-11-09 21:59:49 UTC,700,False alarm or false call  Other,1.18
2010-11-08 19:22:00 UTC,111,Building fire,17.0
2010-11-08 13:49:00 UTC,141,Forest  woods or wildland fire,5.0
2010-11-08 09:15:00 UTC,141,Forest  woods or wildland fire,10.0
2010-11-07 14:55:05 UTC,141,Forest  woods or wildland fire,5.6
2010-11-07 01:07:48 UTC,311,Medical assist  assist EMS crew,15.1
2010-11-05 21:22:00 UTC,131,Passenger vehicle fire,6.0
2010-11-05 13:21:00 UTC,311,Medical assist  assist EMS crew,6.0
2010-11-04 19:03:34 UTC,321,EMS call  excluding vehicle accident with injury,6.5
2010-11-03 18:06:45 UTC,311,Medical assist  assist EMS crew,7.0
2010-11-03 17:01:00 UTC,321,EMS call  excluding vehicle accident with injury,6.0
2010-11-03 13:08:49 UTC,150,Outside rubbish fire  Other,0.4
2010-11-02 20:45:00 UTC,311,Medical assist  assist EMS crew,10.0
